CO,Proximity_to_Industrial_Areas,SO2
0.17263843648208466,0.4463519313304721,0.1291759465478842
0.07817589576547229,0.3605150214592275,0.1358574610244989
0.08794788273615634,0.3304721030042918,0.066815144766147
0.30618892508143325,0.4592274678111588,0.18262806236080176
0.6579804560260586,0.012875536480686678,0.6770601336302895
0.05537459283387619,0.34763948497854075,0.09131403118040088
0.260586319218241,0.16309012875536477,0.32293986636971045
0.537459283387622,0.20600858369098712,0.3585746102449889
0.42345276872964166,0.051502145922746795,0.6057906458797327
0.2996742671009772,0.1502145922746781,0.133630289532294
0.20846905537459282,0.2188841201716738,0.3875278396436525
0.27361563517915305,0.13733905579399142,0.0
0.2899022801302932,0.24034334763948495,0.044543429844097995
0.35504885993485336,0.12446351931330474,0.22048997772828507
0.16938110749185664,0.3304721030042918,0.05567928730512249
0.37785016286644946,0.09871244635193133,0.11135857461024498
0.537459283387622,0.18454935622317598,0.45657015590200445
0.09446254071661236,0.35193133047210295,0.035634743875278395
0.16612377850162863,0.3648068669527897,0.08463251670378619
0.058631921824104205,0.3562231759656653,0.1870824053452116
0.4592833876221498,0.18454935622317598,0.5746102449888641
0.794788273615635,0.11587982832618027,0.5055679287305123
0.1628664495114006,0.3562231759656653,0.12026726057906459
0.25081433224755695,0.22746781115879827,0.21158129175946547
0.08794788273615634,0.3261802575107296,0.10244988864142539
0.257328990228013,0.30042918454935624,0.23608017817371937
0.4625407166123777,0.10300429184549356,0.6146993318485524
0.10749185667752442,0.3218884120171674,0.1091314031180401
0.1237785016286645,0.3304721030042918,0.12694877505567928
0.27035830618892503,0.20600858369098712,0.20044543429844097
0.27035830618892503,0.12017167381974247,0.42316258351893093
0.11400651465798045,0.34334763948497854,0.19821826280623608
0.48859934853420195,0.1759656652360515,0.3652561247216035
0.17263843648208466,0.5965665236051501,0.09576837416481068
0.11074918566775244,0.34763948497854075,0.0824053452115813
0.1009771986970684,0.39914163090128757,0.14699331848552338
0.504885993485342,0.18454935622317598,0.08908685968819599
0.39739413680781766,0.0,0.20935412026726058
0.09771986970684038,0.3648068669527897,0.08463251670378619
0.11074918566775244,0.3690987124463519,0.2516703786191537
0.42345276872964166,0.08154506437768241,0.20935412026726058
0.14332247557003258,0.3733905579399141,0.12472160356347438
0.08794788273615634,0.33905579399141633,0.0824053452115813
0.4039087947882736,0.18454935622317598,0.4521158129175947
0.15309446254071662,0.4248927038626609,0.0467706013363029
0.05537459283387619,0.35193133047210295,0.12249443207126949
0.14332247557003258,0.5236051502145922,0.06236080178173719
0.4723127035830619,0.06866952789699568,0.5233853006681515
0.10423452768729641,0.4463519313304721,0.0801781737193764
0.44951140065146566,0.13733905579399142,0.3273942093541202
0.3192182410423452,0.111587982832618,0.35412026726057905
0.263843648208469,0.20600858369098712,0.26948775055679286
0.1270358306188925,0.3347639484978541,0.1714922048997773
0.4039087947882736,0.1502145922746781,0.4454342984409799
0.15309446254071662,0.3648068669527897,0.10022271714922049
0.260586319218241,0.12875536480686695,0.06904231625835189
0.13029315960912052,0.42918454935622313,0.13808463251670378
0.14332247557003258,0.42918454935622313,0.0244988864142539
0.5570032573289901,0.06437768240343347,0.5946547884187082
0.11726384364820847,0.35193133047210295,0.11135857461024498
0.48534201954397393,0.017167381974248913,0.40979955456570155
0.21824104234527686,0.1072961373390558,0.20489977728285078
0.08794788273615634,0.7381974248927039,0.1648106904231626
0.1237785016286645,0.35193133047210295,0.11804008908685969
0.28664495114006516,0.1759656652360515,0.23162583518930957
0.2377850162866449,0.09871244635193133,0.14253897550111358
0.09120521172638435,0.3304721030042918,0.1514476614699332
0.3615635179153094,0.20600858369098712,0.27839643652561247
0.5895765472312703,0.025751072961373384,0.8374164810690423
0.13680781758957655,0.33905579399141633,0.17371937639198218
0.09446254071661236,0.3261802575107296,0.0378619153674833
0.43973941368078173,0.12017167381974247,0.37193763919821826
0.7133550488599347,0.06866952789699568,0.2962138084632517
0.09771986970684038,0.502145922746781,0.12249443207126949
0.33550488599348527,0.16309012875536477,0.20935412026726058
0.10749185667752442,0.44206008583690987,0.13140311804008908
0.30944625407166126,0.24463519313304716,0.1358574610244989
0.33550488599348527,0.22317596566523606,0.5144766146993319
0.28338762214983715,0.17167381974248924,0.21158129175946547
0.35830618892508137,0.2145922746781116,0.16926503340757237
0.20846905537459282,0.1502145922746781,0.133630289532294
0.09120521172638435,0.38197424892703863,0.16258351893095768
0.2931596091205212,0.111587982832618,0.28507795100222716
0.07491856677524428,0.42918454935622313,0.08908685968819599
0.263843648208469,0.19742489270386265,0.289532293986637
0.28664495114006516,0.12875536480686695,0.2182628062360802
0.21824104234527686,0.1459227467811159,0.13140311804008908
0.13680781758957655,0.3218884120171674,0.18040089086859687
0.35504885993485336,0.18454935622317598,0.24944320712694876
0.2964169381107492,0.13733905579399142,0.24721603563474387
0.44951140065146566,0.02145922746781115,0.27616926503340755
0.15309446254071662,0.43347639484978534,0.0200445434298441
0.21172638436482083,0.16309012875536477,0.31403118040089084
0.2377850162866449,0.13304721030042915,0.3207126948775056
0.1498371335504886,0.3562231759656653,0.1091314031180401
0.23127035830618892,0.42918454935622313,0.12694877505567928
0.07817589576547229,0.48497854077253216,0.10690423162583519
0.267100977198697,0.111587982832618,0.28507795100222716
0.2019543973941368,0.1759656652360515,0.21380846325167038
0.14006514657980457,0.3605150214592275,0.19153674832962136
0.6710097719869706,0.24463519313304716,0.4832962138084632
0.44951140065146566,0.03004291845493562,0.4610244988864142
0.14006514657980457,0.3605150214592275,0.12694877505567928
0.10423452768729641,0.33905579399141633,0.20267260579064586
0.4104234527687296,0.004291845493562235,0.08908685968819599
0.530944625407166,0.13304721030042915,0.5077951002227171
0.28664495114006516,0.1072961373390558,0.18040089086859687
0.39739413680781766,0.20171673819742492,0.2984409799554566
0.5863192182410424,0.025751072961373384,0.4365256124721604
0.27361563517915305,0.1502145922746781,0.19153674832962136
0.24755700325732893,0.1502145922746781,0.18040089086859687
0.09771986970684038,0.3218884120171674,0.20044543429844097
0.3127035830618893,0.24034334763948495,0.22939866369710468
0.4820846905537458,0.111587982832618,0.3674832962138085
0.07817589576547229,0.3562231759656653,0.155902004454343
0.3192182410423452,0.1459227467811159,0.1447661469933185
0.6384364820846905,0.042918454935622324,0.3875278396436525
0.24755700325732893,0.12875536480686695,0.21603563474387527
0.3257328990228012,0.18884120171673818,0.2516703786191537
0.5504885993485341,0.27896995708154504,0.37639198218262804
0.27035830618892503,0.23605150214592274,0.0
0.11400651465798045,0.43776824034334766,0.09131403118040088
0.2899022801302932,0.2575107296137339,0.18040089086859687
0.755700325732899,0.11587982832618027,0.3273942093541202
0.1009771986970684,0.3562231759656653,0.1714922048997773
0.267100977198697,0.20600858369098712,0.31625835189309576
0.0814332247557003,0.35193133047210295,0.1759465478841871
0.07166123778501626,0.3562231759656653,0.0979955456570156
0.3452768729641693,0.08583690987124462,0.2182628062360802
0.16938110749185664,0.13733905579399142,0.21380846325167038
0.7785016286644951,0.111587982832618,0.7015590200445434
0.35830618892508137,0.12446351931330474,0.3897550111358575
0.530944625407166,0.03004291845493562,0.9420935412026725
0.17589576547231267,0.33905579399141633,0.0645879732739421
0.511400651465798,0.16738197424892703,0.7550111358574609
0.16612377850162863,0.16738197424892703,0.35412026726057905
0.43973941368078173,0.07296137339055794,0.1514476614699332
0.11074918566775244,0.3261802575107296,0.155902004454343
0.3257328990228012,0.13304721030042915,0.11358574610244988
0.10749185667752442,0.42918454935622313,0.10467706013363029
0.4299674267100977,0.2188841201716738,0.4053452115812917
0.257328990228013,0.12446351931330474,0.1447661469933185
0.13680781758957655,0.3218884120171674,0.11358574610244988
0.3615635179153094,0.111587982832618,0.4855233853006682
0.263843648208469,0.16738197424892703,0.3674832962138085
0.4364820846905537,0.33905579399141633,0.28507795100222716
0.5863192182410424,0.18454935622317598,0.5879732739420935
0.20846905537459282,0.1802575107296137,0.26948775055679286
0.19218241042345274,0.16309012875536477,0.23608017817371937
0.1824104234527687,0.2145922746781116,0.24053452115812918
0.11400651465798045,0.3733905579399141,0.12026726057906459
0.263843648208469,0.39914163090128757,0.1759465478841871
0.4332247557003257,0.042918454935622324,0.5211581291759465
0.33550488599348527,0.13304721030042915,0.23385300668151449
0.06514657980456023,0.38626609442060084,0.22048997772828507
0.37785016286644946,0.24892703862660948,0.2583518930957684
0.1270358306188925,0.3690987124463519,0.13808463251670378
0.15309446254071662,0.34334763948497854,0.0979955456570156
0.6644951140065146,0.055793991416309,0.30957683741648107
0.09120521172638435,0.38626609442060084,0.0
0.07491856677524428,0.407725321888412,0.1091314031180401
0.3387622149837133,0.16738197424892703,0.1403118040089087
0.0814332247557003,0.35193133047210295,0.015590200445434297
0.3224755700325732,0.12017167381974247,0.1959910913140312
0.2931596091205212,0.15879828326180256,0.2739420935412027
0.11074918566775244,0.33905579399141633,0.11135857461024498
0.4592833876221498,0.111587982832618,0.1759465478841871
0.6351791530944625,0.17167381974248924,0.4476614699331849
0.43973941368078173,0.08154506437768241,0.0378619153674833
0.3420195439739413,0.1072961373390558,0.34521158129175944
0.13029315960912052,0.6566523605150214,0.14699331848552338
0.30293159609120524,0.06437768240343347,0.39643652561247217
0.43973941368078173,0.16738197424892703,0.27616926503340755
0.5472312703583062,0.09871244635193133,0.37861915367483295
0.263843648208469,0.1459227467811159,0.16926503340757237
0.13680781758957655,0.3648068669527897,0.09576837416481068
0.1009771986970684,0.38197424892703863,0.11358574610244988
0.13680781758957655,0.34763948497854075,0.155902004454343
0.5179153094462541,0.27896995708154504,0.24498886414253898
0.44951140065146566,0.2918454935622318,0.11358574610244988
0.13355048859934854,0.5965665236051501,0.16926503340757237
0.37133550488599343,0.11587982832618027,0.16703786191536749
0.13029315960912052,0.3261802575107296,0.051224944320712694
0.6188925081433224,0.09871244635193133,0.21380846325167038
0.15635179153094458,0.3605150214592275,0.10022271714922049
0.44625407166123776,0.1072961373390558,0.22271714922048996
0.5635179153094462,0.051502145922746795,0.49665924276169265
0.3680781758957654,0.16309012875536477,0.08908685968819599
0.1009771986970684,0.5278969957081545,0.1603563474387528
0.2899022801302932,0.11587982832618027,0.4521158129175947
0.38110749185667747,0.2103004291845494,0.5746102449888641
0.1596091205211726,0.4678111587982832,0.11581291759465479
0.3159609120521173,0.051502145922746795,0.34521158129175944
0.501628664495114,0.07296137339055794,0.44988864142538976
0.13029315960912052,0.4034334763948498,0.07126948775055679
0.24755700325732893,0.15879828326180256,0.20267260579064586
0.07491856677524428,0.3690987124463519,0.11358574610244988
0.2964169381107492,0.18884120171673818,0.2516703786191537
0.09120521172638435,0.47639484978540775,0.11581291759465479
0.49185667752442996,0.12446351931330474,0.5233853006681515
0.7035830618892508,0.16738197424892703,0.34743875278396436
0.2899022801302932,0.1072961373390558,0.33630289532293983
0.1270358306188925,0.3690987124463519,0.13140311804008908
0.6514657980456026,0.2532188841201717,0.20044543429844097
0.17589576547231267,0.1502145922746781,0.18930957683741648
0.24755700325732893,0.13304721030042915,0.12694877505567928
0.12052117263843648,0.4163090128755364,0.155902004454343
0.13680781758957655,0.3304721030042918,0.10467706013363029
0.17589576547231267,0.3776824034334764,0.09576837416481068
0.13680781758957655,0.38197424892703863,0.13808463251670378
0.11726384364820847,0.38197424892703863,0.07126948775055679
0.260586319218241,0.1502145922746781,0.22494432071269488
0.5570032573289901,0.012875536480686678,0.4699331848552339
0.30618892508143325,0.22317596566523606,0.32293986636971045
0.30618892508143325,0.2145922746781116,0.21603563474387527
0.17263843648208466,0.5665236051502145,0.12249443207126949
0.09446254071661236,0.4549356223175966,0.1848552338530067
0.32899022801302924,0.1459227467811159,0.060133630289532294
0.44951140065146566,0.2575107296137339,0.2561247216035635
0.1237785016286645,0.4120171673819742,0.05790645879732739
0.44951140065146566,0.11587982832618027,0.38084632516703787
0.4625407166123777,0.025751072961373384,0.3875278396436525
0.263843648208469,0.1802575107296137,0.27616926503340755
0.6156351791530944,0.13733905579399142,0.33184855233853006
0.029315960912052103,0.39055793991416304,0.0779510022271715
0.48534201954397393,0.111587982832618,0.22048997772828507
0.1628664495114006,0.5793991416309012,0.11581291759465479
0.25081433224755695,0.26609442060085836,0.133630289532294
0.27361563517915305,0.12017167381974247,0.22717149220489977
0.12052117263843648,0.5622317596566524,0.1403118040089087
0.3127035830618893,0.13733905579399142,0.19821826280623608
0.08469055374592832,0.4163090128755364,0.09131403118040088
0.3192182410423452,0.2832618025751073,0.20935412026726058
0.11074918566775244,0.6094420600858368,0.13808463251670378
0.11726384364820847,0.4120171673819742,0.12249443207126949
0.37459283387622144,0.20171673819742492,0.36302895322939865
0.6807817589576548,0.051502145922746795,0.2561247216035635
0.22149837133550487,0.17167381974248924,0.38307349665924273
0.1824104234527687,0.1545064377682403,0.16926503340757237
0.3257328990228012,0.11587982832618027,0.19153674832962136
0.0814332247557003,0.3605150214592275,0.060133630289532294
0.48859934853420195,0.03862660944206009,0.6369710467706013
0.2377850162866449,0.16309012875536477,0.11581291759465479
0.52442996742671,0.2103004291845494,0.6525612472160357
0.2247557003257329,0.16738197424892703,0.28285077951002224
0.530944625407166,0.20171673819742492,0.36080178173719374
0.48859934853420195,0.034334763948497854,0.1648106904231626
0.13029315960912052,0.6223175965665235,0.0757238307349666
0.530944625407166,0.00858369098712447,0.35634743875278396
0.08469055374592832,0.4120171673819742,0.0757238307349666
0.1009771986970684,0.3776824034334764,0.11135857461024498
0.2931596091205212,0.23605150214592274,0.133630289532294
0.6840390879478827,0.2875536480686695,0.6325167037861915
0.13029315960912052,0.34334763948497854,0.16258351893095768
0.1009771986970684,0.34334763948497854,0.1492204899777283
0.07817589576547229,0.3562231759656653,0.0467706013363029
0.11074918566775244,0.38197424892703863,0.12472160356347438
0.12052117263843648,0.3690987124463519,0.09576837416481068
0.257328990228013,0.13733905579399142,0.20489977728285078
0.3192182410423452,0.12446351931330474,0.2182628062360802
0.11726384364820847,0.3261802575107296,0.11135857461024498
0.13680781758957655,0.34334763948497854,0.10244988864142539
0.0814332247557003,0.34334763948497854,0.1492204899777283
0.1237785016286645,0.3218884120171674,0.10022271714922049
0.11726384364820847,0.38626609442060084,0.05790645879732739
0.13680781758957655,0.34334763948497854,0.05567928730512249
0.21498371335504884,0.2832618025751073,0.16258351893095768
0.5537459283387622,0.00858369098712447,0.30066815144766146
0.35179153094462534,0.2532188841201717,0.1603563474387528
0.07817589576547229,0.3347639484978541,0.10690423162583519
0.267100977198697,0.34334763948497854,0.311804008908686
0.09771986970684038,0.39055793991416304,0.1403118040089087
0.04234527687296419,0.5793991416309012,0.10690423162583519
0.1270358306188925,0.34334763948497854,0.1514476614699332
0.42019543973941365,0.11587982832618027,0.23830734966592426
0.49185667752442996,0.012875536480686678,0.47438752783964366
0.25081433224755695,0.27896995708154504,0.1759465478841871
0.3452768729641693,0.12875536480686695,0.1714922048997773
0.5407166123778502,0.017167381974248913,0.39643652561247217
0.5700325732899022,0.1502145922746781,0.33853006681514475
0.28664495114006516,0.2103004291845494,0.2984409799554566
0.17589576547231267,0.15879828326180256,0.24721603563474387
0.1465798045602606,0.4592274678111588,0.1358574610244989
0.4625407166123777,0.3261802575107296,0.31625835189309576
0.39739413680781766,0.4163090128755364,0.22939866369710468
0.16612377850162863,0.39484978540772525,0.0757238307349666
0.09771986970684038,0.47639484978540775,0.21603563474387527
0.11726384364820847,0.34334763948497854,0.1714922048997773
0.5537459283387622,0.042918454935622324,0.5233853006681515
0.2931596091205212,0.1072961373390558,0.0244988864142539
0.14332247557003258,0.3347639484978541,0.12249443207126949
0.2931596091205212,0.1802575107296137,0.33184855233853006
0.495114006514658,0.03862660944206009,0.311804008908686
0.44299674267100964,0.051502145922746795,0.512249443207127
0.6156351791530944,0.04721030042918456,0.28507795100222716
0.08469055374592832,0.34763948497854075,0.015590200445434297
0.08794788273615634,0.39055793991416304,0.07126948775055679
0.09771986970684038,0.3562231759656653,0.1648106904231626
0.04234527687296419,0.48497854077253216,0.08685968819599109
0.6026058631921823,0.055793991416309,0.7884187082405345
0.11074918566775244,0.3304721030042918,0.008908685968819599
0.11074918566775244,0.4206008583690987,0.060133630289532294
0.5993485342019544,0.09871244635193133,0.732739420935412
0.08469055374592832,0.4678111587982832,0.06236080178173719
0.6579804560260586,0.38626609442060084,0.5924276169265034
0.058631921824104205,0.34763948497854075,0.0
0.2377850162866449,0.17167381974248924,0.18262806236080176
0.39413680781758953,0.025751072961373384,0.25389755011135856
0.4104234527687296,0.20171673819742492,0.2962138084632517
0.1237785016286645,0.3261802575107296,0.17817371937639198
0.1465798045602606,0.34763948497854075,0.11804008908685969
0.10423452768729641,0.5622317596566524,0.13140311804008908
0.1596091205211726,0.3776824034334764,0.18262806236080176
0.10423452768729641,0.5278969957081545,0.08685968819599109
0.1237785016286645,0.3776824034334764,0.14253897550111358
0.2052117263843648,0.2918454935622318,0.23830734966592426
0.4788273615635179,0.06866952789699568,0.18930957683741648
0.05537459283387619,0.48068669527896996,0.1492204899777283
0.1498371335504886,0.3261802575107296,0.12249443207126949
0.14006514657980457,0.34334763948497854,0.10690423162583519
0.5830618892508143,0.04721030042918456,0.42761692650334077
0.19218241042345274,0.13733905579399142,0.1403118040089087
0.15635179153094458,0.3690987124463519,0.16926503340757237
0.14006514657980457,0.35193133047210295,0.015590200445434297
0.3127035830618893,0.12875536480686695,0.289532293986637
0.6123778501628664,0.034334763948497854,0.5189309576837416
0.39739413680781766,0.19742489270386265,0.34966592427616927
0.5179153094462541,0.06008583690987124,0.2984409799554566
0.33550488599348527,0.12446351931330474,0.22271714922048996
0.5570032573289901,0.17167381974248924,0.10244988864142539
0.3387622149837133,0.12446351931330474,0.1447661469933185
0.2899022801302932,0.1459227467811159,0.2583518930957684
0.17589576547231267,0.5193133047210301,0.14253897550111358
0.1237785016286645,0.2188841201716738,0.20044543429844097
0.3452768729641693,0.3562231759656653,0.11581291759465479
0.6547231270358306,0.08583690987124462,0.42316258351893093
0.25407166123778496,0.1072961373390558,0.20044543429844097
0.260586319218241,0.16738197424892703,0.12472160356347438
0.44299674267100964,0.08154506437768241,0.48997772828507796
0.263843648208469,0.34763948497854075,0.1848552338530067
0.24755700325732893,0.1459227467811159,0.34075723830734966
0.4755700325732898,0.055793991416309,0.14699331848552338
0.13029315960912052,0.33905579399141633,0.017817371937639197
0.498371335504886,0.39055793991416304,0.11804008908685969
0.1270358306188925,0.5665236051502145,0.08463251670378619
0.6710097719869706,0.06008583690987124,0.7238307349665924
0.4755700325732898,0.34334763948497854,0.2427616926503341
0.37459283387622144,0.055793991416309,0.1848552338530067
0.09446254071661236,0.4592274678111588,0.0824053452115813
0.13029315960912052,0.4678111587982832,0.1492204899777283
0.11400651465798045,0.4163090128755364,0.21158129175946547
0.3159609120521173,0.09012875536480686,0.443207126948775
0.3615635179153094,0.27896995708154504,0.4699331848552339
0.28013029315960913,0.27896995708154504,0.33184855233853006
0.1270358306188925,0.34334763948497854,0.1648106904231626
0.4592833876221498,0.055793991416309,0.49665924276169265
0.27035830618892503,0.18884120171673818,0.1648106904231626
0.1237785016286645,0.3690987124463519,0.1870824053452116
0.5439739413680781,0.3304721030042918,0.4053452115812917
0.3908794788273615,0.055793991416309,0.3919821826280624
0.3192182410423452,0.16738197424892703,0.20267260579064586
0.13680781758957655,0.38197424892703863,0.11581291759465479
0.07166123778501626,0.407725321888412,0.09576837416481068
0.17263843648208466,0.14163090128755362,0.19376391982182625
0.30944625407166126,0.06437768240343347,0.5612472160356348
0.20846905537459282,0.12446351931330474,0.20267260579064586
0.3648208469055374,0.15879828326180256,0.32293986636971045
0.5537459283387622,0.10300429184549356,0.09131403118040088
0.4071661237785016,0.06437768240343347,0.3897550111358575
0.2768729641693811,0.22746781115879827,0.22048997772828507
0.14332247557003258,0.48068669527896996,0.10244988864142539
0.3876221498371335,0.13304721030042915,0.155902004454343
0.07166123778501626,0.5450643776824033,0.0979955456570156
0.16612377850162863,0.33905579399141633,0.1603563474387528
0.3192182410423452,0.16309012875536477,0.2717149220489978
0.10423452768729641,0.5150214592274678,0.09131403118040088
0.07166123778501626,0.4549356223175966,0.10467706013363029
0.13355048859934854,0.3690987124463519,0.12026726057906459
0.12052117263843648,0.5879828326180256,0.1492204899777283
0.14332247557003258,0.4034334763948498,0.14253897550111358
0.5993485342019544,0.02145922746781115,0.3429844097995546
0.5211726384364821,0.06866952789699568,0.5367483296213809
0.6026058631921823,0.1072961373390558,0.5746102449888641
0.21824104234527686,0.3690987124463519,0.09131403118040088
0.2899022801302932,0.13733905579399142,0.28285077951002224
0.35504885993485336,0.09442060085836909,0.24721603563474387
0.1498371335504886,0.4120171673819742,0.11135857461024498
0.2931596091205212,0.051502145922746795,0.33407572383073497
0.08794788273615634,0.48497854077253216,0.1291759465478842
0.15635179153094458,0.3562231759656653,0.15812917594654788
0.2052117263843648,0.12446351931330474,0.23162583518930957
0.10749185667752442,0.5150214592274678,0.06904231625835189
0.09446254071661236,0.38626609442060084,0.10244988864142539
0.21824104234527686,0.20600858369098712,0.18262806236080176
0.3192182410423452,0.23175965665236054,0.21380846325167038
0.4788273615635179,0.18884120171673818,0.5367483296213809
0.05537459283387619,0.4163090128755364,0.07126948775055679
0.11400651465798045,0.3218884120171674,0.1514476614699332
0.11074918566775244,0.42918454935622313,0.12472160356347438
0.1009771986970684,0.4248927038626609,0.0979955456570156
0.3127035830618893,0.12017167381974247,0.17817371937639198
0.10423452768729641,0.33905579399141633,0.14253897550111358
0.058631921824104205,0.3605150214592275,0.12694877505567928
0.0814332247557003,0.4463519313304721,0.06236080178173719
0.24755700325732893,0.12446351931330474,0.15812917594654788
0.08794788273615634,0.34763948497854075,0.11135857461024498
0.38110749185667747,0.1459227467811159,0.39866369710467703
0.04885993485342022,0.5107296137339057,0.035634743875278395
0.1596091205211726,0.34334763948497854,0.044543429844097995
0.263843648208469,0.13733905579399142,0.27839643652561247
0.08794788273615634,0.39055793991416304,0.0
0.1824104234527687,0.34763948497854075,0.08463251670378619
0.4820846905537458,0.09871244635193133,0.47884187082405344
0.10423452768729641,0.48068669527896996,0.0489977728285078
0.263843648208469,0.16738197424892703,0.18262806236080176
0.6970684039087948,0.06866952789699568,0.42761692650334077
0.23127035830618892,0.27896995708154504,0.29175946547884185
0.24429967426710092,0.14163090128755362,0.34743875278396436
0.08469055374592832,0.39914163090128757,0.11581291759465479
0.5504885993485341,0.012875536480686678,0.6258351893095768
0.2019543973941368,0.22746781115879827,0.24721603563474387
0.24755700325732893,0.10300429184549356,0.5567928730512249
0.1465798045602606,0.3347639484978541,0.14253897550111358
0.20846905537459282,0.13304721030042915,0.14699331848552338
0.12052117263843648,0.38626609442060084,0.17371937639198218
0.35830618892508137,0.111587982832618,0.16703786191536749
0.14332247557003258,0.4978540772532189,0.0
0.1596091205211726,0.3776824034334764,0.08908685968819599
0.49185667752442996,0.07296137339055794,0.6057906458797327
0.260586319218241,0.11587982832618027,0.31403118040089084
0.07817589576547229,0.3605150214592275,0.12694877505567928
0.6742671009771987,0.03862660944206009,0.8195991091314031
0.5342019543973942,0.16738197424892703,0.19821826280623608
0.08794788273615634,0.4506437768240343,0.16926503340757237
0.08794788273615634,0.3605150214592275,0.1536748329621381
0.039087947882736174,0.3776824034334764,0.13140311804008908
0.18566775244299671,0.2145922746781116,0.19153674832962136
0.41693811074918563,0.051502145922746795,0.38084632516703787
0.08469055374592832,0.38626609442060084,0.13808463251670378
0.2996742671009772,0.18454935622317598,0.10244988864142539
0.23127035830618892,0.33905579399141633,0.2739420935412027
0.234527687296417,0.12017167381974247,0.3741648106904232
0.5211726384364821,0.09871244635193133,0.3073496659242762
0.6091205211726384,0.004291845493562235,0.3273942093541202
0.17915309446254069,0.4120171673819742,0.09576837416481068
0.3843648208469055,0.17167381974248924,0.2427616926503341
0.30293159609120524,0.04721030042918456,0.08463251670378619
0.0814332247557003,0.4592274678111588,0.1091314031180401
0.25081433224755695,0.4120171673819742,0.4699331848552339
0.08469055374592832,0.3605150214592275,0.12249443207126949
0.10423452768729641,0.34763948497854075,0.28285077951002224
0.3908794788273615,0.10300429184549356,0.3897550111358575
0.3452768729641693,0.06008583690987124,0.3674832962138085
0.4364820846905537,0.13733905579399142,0.18040089086859687
0.17915309446254069,0.12446351931330474,0.1536748329621381
0.3908794788273615,0.07725321888412015,0.3674832962138085
0.09771986970684038,0.3776824034334764,0.12249443207126949
0.263843648208469,0.18454935622317598,0.1848552338530067
0.3615635179153094,0.111587982832618,0.3585746102449889
0.2899022801302932,0.2145922746781116,0.3697104677060134
0.058631921824104205,0.35193133047210295,0.10690423162583519
0.09446254071661236,0.4935622317596567,0.12694877505567928
0.6156351791530944,0.10300429184549356,0.0
0.5570032573289901,0.11587982832618027,0.5389755011135857
0.2247557003257329,0.13304721030042915,0.2427616926503341
0.10749185667752442,0.3261802575107296,0.12694877505567928
0.37133550488599343,0.111587982832618,0.23385300668151449
0.5830618892508143,0.09442060085836909,0.4855233853006682
0.0814332247557003,0.3347639484978541,0.060133630289532294
0.30293159609120524,0.2145922746781116,0.2182628062360802
0.07166123778501626,0.34763948497854075,0.0935412026726058
0.3615635179153094,0.09442060085836909,0.33184855233853006
0.4136807817589576,0.14163090128755362,0.3184855233853007
0.3257328990228012,0.06008583690987124,0.24498886414253898
0.08794788273615634,0.5450643776824033,0.15812917594654788
